cusip6,cik,name,cusip,form10KUrls
63888U,1547459,{'NATURAL GROCERS BY VITAMIN C'},{'63888U108'},https://www.sec.gov/Archives/edgar/data/1547459/000143774923033880/0001437749-23-033880.txt
63900P,1171486,"{'Natural Resource Partners LP', 'NATURAL RESOURCE PARTNERS L'}","{'63900P908', '63900P608'}",https://www.sec.gov/Archives/edgar/data/1171486/000143774923005274/0001437749-23-005274.txt
639027,275053,{'NATURES SUNSHINE PRODS INC'},{'639027101'},https://www.sec.gov/Archives/edgar/data/275053/000027505323000005/0000275053-23-000005.txt
63937X,810509,{'NAVIDEA BIOPHARMACEUTICALS I'},{'63937X202'},https://www.sec.gov/Archives/edgar/data/810509/000143774923008054/0001437749-23-008054.txt
63938C,1593538,"{'NAVIENT CORP', 'NAVIENT CORPORATION'}","{'63938C908', '63938C958', '63938c108', '63938C108', '63938CAE8'}",https://www.sec.gov/Archives/edgar/data/1593538/000095017023004376/0000950170-23-004376.txt
64031N,1258602,"{'NELNET INC', 'NELNET INC-CL A'}","{'64031n108', '64031N108'}",https://www.sec.gov/Archives/edgar/data/1258602/000125860223000026/0001258602-23-000026.txt
640491,711377,"{'NEOG', 'NEOGEN CORP'}","{'640491106', '640491906', '640491956'}",https://www.sec.gov/Archives/edgar/data/711377/000095017023042861/0000950170-23-042861.txt
64049K,1404644,"{'Neoleukin Therapeutics, Inc.'}",{'64049K104'},https://www.sec.gov/Archives/edgar/data/1404644/000162828023008602/0001628280-23-008602.txt
64049M,1077183,"{None, 'NEOGENOMICS INC', 'NEOGENOMICS INC COM NEW'}","{'64049M909', '64049M959', '64049m209', '64049MAB6', '64049M209'}",https://www.sec.gov/Archives/edgar/data/1077183/000107718323000023/0001077183-23-000023.txt
64051M,87050,{'NEONODE INC'},"{'64051M909', '64051M709'}",https://www.sec.gov/Archives/edgar/data/87050/000121390023018702/0001213900-23-018702.txt
640671,1196298,{'NEPHROS INC'},{'640671400'},https://www.sec.gov/Archives/edgar/data/1196298/000149315223008716/0001493152-23-008716.txt
64107N,1041514,"{'Lesaka Technologies, Inc.'}",{'64107N206'},https://www.sec.gov/Archives/edgar/data/1041514/000156276223000348/0001562762-23-000348.txt
64110D,1002047,"{'Netapp Inc', 'NETAPP INC'}","{'64110D954', '64110D904', '64110d104', '64110D104'}",https://www.sec.gov/Archives/edgar/data/1002047/000095017023027948/0000950170-23-027948.txt
64110L,1065280,"{'NETFLIX INC COM', 'NETFLIX INC', 'NETFLIX INC CALL'}","{'64110L956', '64110L106', '64110L906', '64110l106'}",https://www.sec.gov/Archives/edgar/data/1065280/000106528023000035/0001065280-23-000035.txt
64111Q,1122904,{'NETGEAR INC'},"{'64111Q954', '64111Q104'}",https://www.sec.gov/Archives/edgar/data/1122904/000095017023003231/0000950170-23-003231.txt
64115A,1039280,{'NETSOL TECHNOLOGIES INC'},{'64115A402'},https://www.sec.gov/Archives/edgar/data/1039280/000149315223033429/0001493152-23-033429.txt
64115T,1078075,{'NETSCOUT SYS INC'},{'64115T104'},https://www.sec.gov/Archives/edgar/data/1078075/000162828023018414/0001628280-23-018414.txt
64119V,1798100,{'NETSTREIT CORP'},{'64119V303'},https://www.sec.gov/Archives/edgar/data/1798100/000179810023000008/0001798100-23-000008.txt
64121N,1065078,{'NETWORK-1 TECHNOLOGIES INC'},{'64121N109'},https://www.sec.gov/Archives/edgar/data/1065078/000107261323000275/0001072613-23-000275.txt
641255,1289850,{'NEUROMETRIX INC'},{'641255807'},https://www.sec.gov/Archives/edgar/data/1289850/000162828023008931/0001628280-23-008931.txt
64125C,914475,"{None, 'NEUROCRINE BIOSCIENCES INC', 'NEUROCRINE BIOSCIENCES INC COM'}","{'64125C109', '64125C909', '64125c109', '64125CAD1', '64125C959'}",https://www.sec.gov/Archives/edgar/data/914475/000091447523000011/0000914475-23-000011.txt
641288,1528287,{'NEUROPACE INC'},{'641288105'},https://www.sec.gov/Archives/edgar/data/1528287/000152828723000007/0001528287-23-000007.txt
64130M,1500198,{'NEUROONE MED TECHNOLOGIES CO'},{'64130M209'},https://www.sec.gov/Archives/edgar/data/1500198/000121390023096120/0001213900-23-096120.txt
64131A,1227636,{'NEURONETICS INC'},"{'64131A105', '64131A905'}",https://www.sec.gov/Archives/edgar/data/1227636/000155837023003044/0001558370-23-003044.txt
64157F,1444380,"{'NEVRO CORP', 'NEVRO CORP COM'}","{'64157F903', '64157f103', '64157F953', '64157F103'}",https://www.sec.gov/Archives/edgar/data/1444380/000095017023003296/0000950170-23-003296.txt
643611,105744,{'NEW CONCEPT ENERGY INC'},{'643611106'},https://www.sec.gov/Archives/edgar/data/105744/000121465923004059/0001214659-23-004059.txt
644393,1749723,"{'NEW FORTRESS ENERGY INC', 'New Fortress Energy Inc.'}","{'644393950', '644393900', '644393100'}",https://www.sec.gov/Archives/edgar/data/1749723/000174972323000010/0001749723-23-000010.txt
646025,356309,{'NEW JERSEY RES CORP'},"{'646025906', '646025106', '646025956'}",https://www.sec.gov/Archives/edgar/data/356309/000035630923000083/0000356309-23-000083.txt
647551,1496099,{'NEW MTN FIN CORP'},{'647551100'},https://www.sec.gov/Archives/edgar/data/1496099/000149609923000003/0001496099-23-000003.txt
64828T,1556593,"{'Rithm Capital Corp', 'RITHM CAPITAL CORP', 'Rithm Capital Corp.', 'RITHM CAPITAL CORP PFD'}","{'64828T951', '64828t201', '64828T901', '64828T201', '64828T508'}",https://www.sec.gov/Archives/edgar/data/1556593/000155659323000012/0001556593-23-000012.txt
64829B,1448056,"{None, 'NEW RELIC INC', 'NEW RELIC INC COM'}","{'64829BAB6', '64829B900', '64829b100', '64829B950', '64829B100'}",https://www.sec.gov/Archives/edgar/data/1448056/000144805623000033/0001448056-23-000033.txt
649445,910073,{'NEW YORK CMNTY BANCORP INC'},"{'649445953', '649445103', '649445903'}",https://www.sec.gov/Archives/edgar/data/910073/000095017023005505/0000950170-23-005505.txt
649604,1273685,"{'NEW YORK MORTGAGE TRUST INC', 'NEW YORK MTG TR INC'}","{'649604950', '649604501', '649604840', '649604901', '649604951', '649604900'}",https://www.sec.gov/Archives/edgar/data/1273685/000127368523000045/0001273685-23-000045.txt
650111,71691,"{'The New York Times Co.', 'NEW YORK TIMES CO'}","{'650111957', '650111107', '650111907'}",https://www.sec.gov/Archives/edgar/data/71691/000007169123000006/0000071691-23-000006.txt
651229,814453,"{'NEWELL BRANDS INC', 'NEWELL RUBBERMAID INC'}","{'651229AW6', '651229906', '651229106', '651229956'}",https://www.sec.gov/Archives/edgar/data/814453/000081445323000026/0000814453-23-000026.txt
651587,1282637,{'NEWMARKET CORP'},"{'651587107', '651587907'}",https://www.sec.gov/Archives/edgar/data/1282637/000128263723000004/0001282637-23-000004.txt
65158N,1690680,"{'NEWMARK GROUP INC CLASS A', 'NEWMARK GROUP INC'}","{'65158n102', '65158N952', '65158N102'}",https://www.sec.gov/Archives/edgar/data/1690680/000169068023000018/0001690680-23-000018.txt
65249B,1564708,"{'NEWS CORP NEW', 'NEWS CORP   CLASS B', 'News Corp.'}","{'65249B208', '65249B109', '65249b109'}",https://www.sec.gov/Archives/edgar/data/1564708/000156470823000368/0001564708-23-000368.txt
65290C,1688476,{'NEXTIER OILFIELD SOLUTIONS'},"{'65290C905', '65290C105', '65290C955'}",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
65336K,1142417,"{'NEXSTAR MEDIA GROUP INC', 'NEXSTAR BROADCASTING'}","{'65336K903', '65336K103', '65336K953', '65336k103'}",https://www.sec.gov/Archives/edgar/data/1142417/000095017023005209/0000950170-23-005209.txt
65339F,753308,"{'NEXTERA ENERGY INC', 'NEXTERA ENERGY INC CALL', 'NextEra Energy, Inc.', 'NEXTERA ENERGY INC PUT', 'NEXTERA ENERGY INC UNIT 09/01/23'}","{'65339F951', '65339F713', '65339F901', '65339F739', '65339F101', '65339f101'}",https://www.sec.gov/Archives/edgar/data/753308/000075330823000019/0000753308-23-000019.txt
65340G,1356115,{'NEXPOINT DIVERSIFIED REAL ESTATE C'},{'65340G205'},https://www.sec.gov/Archives/edgar/data/1356115/000135611523000004/0001356115-23-000004.txt
65341B,1603145,"{'NEXTERA ENERGY PARTNERS LP', 'NextEra Energy Partners LP', 'NextEra Energy Partners'}","{'65341B106', '65341B906', '65341B956', '65341b106'}",https://www.sec.gov/Archives/edgar/data/1603145/000160314523000005/0001603145-23-000005.txt
65341D,1620393,{'NEXPOINT RESIDENTIAL TR INC'},{'65341D102'},https://www.sec.gov/Archives/edgar/data/1620393/000156459023002337/0001564590-23-002337.txt
65342K,1612720,{'NEXTDECADE CORP'},"{'65342K905', '65342K955', '65342K105'}",https://www.sec.gov/Archives/edgar/data/1612720/000143774923006171/0001437749-23-006171.txt
65342V,1786248,{'NEXPOINT REAL ESTATE FIN INC'},{'65342V101'},https://www.sec.gov/Archives/edgar/data/1786248/000178624823000007/0001786248-23-000007.txt
65343C,708818,{'NEXTGEN HEALTHCARE INC'},{'65343C102'},https://www.sec.gov/Archives/edgar/data/708818/000095017023023499/0000950170-23-023499.txt
65343E,1661059,{'NEXTCURE INC'},{'65343E108'},https://www.sec.gov/Archives/edgar/data/1661059/000155837023002698/0001558370-23-002698.txt
65373J,1000045,{'NICHOLAS FINL INC BC'},{'65373J209'},https://www.sec.gov/Archives/edgar/data/1000045/000095017023030037/0000950170-23-030037.txt
654106,320187,"{'NIKE Inc.', 'NIKE INC'}","{'654106903', '654106103', '654106953'}",https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/0000320187-23-000039.txt
654110,1731289,{'NIKOLA CORP'},"{'654110105', '654110905', '654110955'}",https://www.sec.gov/Archives/edgar/data/1731289/000173128923000013/0001731289-23-000013.txt
654405,1551986,{'9 METERS BIOPHARMA INC'},"{'654405908', '654405208'}",https://www.sec.gov/Archives/edgar/data/1551986/000155198623000021/0001551986-23-000021.txt
65441V,1532286,{'NINE ENERGY SERVICE INC'},"{'65441V951', '65441V101', '65441V901'}",https://www.sec.gov/Archives/edgar/data/1532286/000153228623000005/0001532286-23-000005.txt
65443P,1555279,{'908 DEVICES INC'},{'65443P102'},https://www.sec.gov/Archives/edgar/data/1555279/000155837023003887/0001558370-23-003887.txt
65487K,1124796,"{'nLight Inc.', 'NLIGHT INC'}","{'65487k100', '65487K100'}",https://www.sec.gov/Archives/edgar/data/1124796/000112479623000018/0001124796-23-000018.txt
65487U,1787400,{'NKARTA INC'},"{'65487U108', '65487U908'}",https://www.sec.gov/Archives/edgar/data/1787400/000095017023008523/0000950170-23-008523.txt
65540B,1275158,{'NOODLES  CO'},{'65540B105'},https://www.sec.gov/Archives/edgar/data/1275158/000127515823000012/0001275158-23-000012.txt
655663,72331,{'NORDSON CORP'},{'655663102'},https://www.sec.gov/Archives/edgar/data/72331/000007233123000242/0000072331-23-000242.txt
655664,72333,{'NORDSTROM INC'},"{'655664900', '655664950', '655664100'}",https://www.sec.gov/Archives/edgar/data/72333/000007233323000037/0000072333-23-000037.txt
655844,702165,"{'NORFOLK SOUTHERN CORP', 'NORFOLK SOUTHN CORP', 'Norfolk Southern'}","{'655844908', '655844108', '655844958', '655844CB2'}",https://www.sec.gov/Archives/edgar/data/702165/000070216523000010/0000702165-23-000010.txt
659310,72633,{'NORTH EUROPEAN OIL RTY TRUST'},{'659310106'},https://www.sec.gov/Archives/edgar/data/72633/000007263323000016/0000072633-23-000016.txt
66405S,60519,{'NORTHEAST BK LEWISTON ME'},{'66405S100'},https://www.sec.gov/Archives/edgar/data/60519/000162828023004259/0001628280-23-004259.txt
665531,1104485,"{'NORTHERN OIL & GAS INC NEV', 'NORTHERN OIL AND GAS INC MN'}","{'665531307', '665531957', '665531907', '665531109'}",https://www.sec.gov/Archives/edgar/data/1104485/000110448523000041/0001104485-23-000041.txt
66573W,1834518,{'NORTHERN STAR INVSTMNT CORP COM CLASS A'},{'66573W107'},https://www.sec.gov/Archives/edgar/data/1834518/000121390023024843/0001213900-23-024843.txt
665809,875582,{'NORTHERN TECHNOLOGIES INTL C'},{'665809109'},https://www.sec.gov/Archives/edgar/data/875582/000117184323007230/0001171843-23-007230.txt
665859,73124,{'NORTHERN TR CORP'},"{'665859104', '665859904', '665859954'}",https://www.sec.gov/Archives/edgar/data/73124/000007312423000049/0000073124-23-000049.txt
66611T,1493225,"{'NORTHFIELD BANCORP INC DEL', 'Northfield Bancorp'}","{'66611t108', '66611T108'}",https://www.sec.gov/Archives/edgar/data/1493225/000149322523000055/0001493225-23-000055.txt
666762,1163370,{'NORTHRIM BANCORP INC'},{'666762109'},https://www.sec.gov/Archives/edgar/data/1163370/000116337023000015/0001163370-23-000015.txt
667340,1471265,{'NORTHWEST BANCSHARES INC MD'},"{'667340103', '667340903'}",https://www.sec.gov/Archives/edgar/data/1471265/000147126523000013/0001471265-23-000013.txt
66737P,1072379,"{'NORTHWEST BIOTHERAPEUTICS INC', 'NW Biotherapeutics'}","{'66737P600', '66737p600'}",https://www.sec.gov/Archives/edgar/data/1072379/000141057823000185/0001410578-23-000185.txt
66765N,1733998,"{'NORTHWEST NAT HLDG CO', 'Northwest Natural Holding CO'}","{'66765N105', '66765n105'}",https://www.sec.gov/Archives/edgar/data/1733998/000173399823000009/0001733998-23-000009.txt
667746,1001385,{'NORTHWEST PIPE CO'},{'667746101'},https://www.sec.gov/Archives/edgar/data/1001385/000143774923006891/0001437749-23-006891.txt
668074,73088,{'Northwestern Corp.'},{'668074305'},https://www.sec.gov/Archives/edgar/data/73088/000007308823000028/0000073088-23-000028.txt
668771,849399,"{'NORTONLIFELOCK INC', 'GEN DIGITAL INC'}","{'668771958', '668771908', '668771108'}",https://www.sec.gov/Archives/edgar/data/849399/000084939923000014/0000849399-23-000014.txt
669380,72971,{'Wells Fargo & Co.'},{'669380107'},https://www.sec.gov/Archives/edgar/data/72971/000007297123000071/0000072971-23-000071.txt
669549,1013272,{'NORWOOD FINL CORP'},{'669549107'},https://www.sec.gov/Archives/edgar/data/1013272/000156276223000122/0001562762-23-000122.txt
66987E,1173420,"{'NOVAGOLD RESOURCES INC', 'NOVAGOLD RES INC'}","{'66987E206', '66987E906'}",https://www.sec.gov/Archives/edgar/data/1173420/000117184323000476/0001171843-23-000476.txt
66987P,1389545,{'NOVABAY PHARMACEUTICALS INC'},{'66987P300'},https://www.sec.gov/Archives/edgar/data/1389545/000143774923008843/0001437749-23-008843.txt
66988N,1467154,{'NOVAN INC'},{'66988N205'},https://www.sec.gov/Archives/edgar/data/1467154/000146715423000029/0001467154-23-000029.txt
670002,1000694,"{'NOVAVAX INC', 'NOVAVAX'}","{'670002401', '670002901', '670002951'}",https://www.sec.gov/Archives/edgar/data/1000694/000100069423000005/0001000694-23-000005.txt
67000B,1076930,"{'NOVANTA INC COM NPV', 'NOVANTA INC'}","{'67000b104', '67000B104'}",https://www.sec.gov/Archives/edgar/data/1076930/000095017023005365/0000950170-23-005365.txt
67011P,1599617,{'NOW INC'},{'67011P100'},https://www.sec.gov/Archives/edgar/data/1599617/000095017023002996/0000950170-23-002996.txt
67018T,1021561,"{'NU SKIN ENTERPRISES INC', 'Nu Skin Enterprises, Inc. Class A', 'Nu Skin Enterprises'}","{'67018T905', '67018t105', '67018T105'}",https://www.sec.gov/Archives/edgar/data/1021561/000114036123007348/0001140361-23-007348.txt
670346,73309,{'NUCOR CORP'},"{'670346955', '670346105', '670346905'}",https://www.sec.gov/Archives/edgar/data/73309/000156459023002793/0001564590-23-002793.txt
67058H,1110805,{'NUSTAR ENERGY LP'},"{'67058H102', '67058H952', '67058H902'}",https://www.sec.gov/Archives/edgar/data/1110805/000111080523000010/0001110805-23-000010.txt
67059N,1618732,"{'NUTANIX INC', 'Nutanix Inc.'}","{'67059N908', '67059N108', '67059N958'}",https://www.sec.gov/Archives/edgar/data/1618732/000095017023049179/0000950170-23-049179.txt
67066G,1045810,"{'NVIDIA CORPORATION CALL', 'NVIDIA CORPORATION', 'NVIDIA Corporation', 'NVIDIA CORPORATION PUT'}","{'67066g104', '67066G954', '67066G904', '67066G104'}",https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/0001045810-23-000017.txt
670704,1142596,"{None, 'NUVASIVE INC'}","{'670704105', '670704905', '670704AL9', '670704955'}",https://www.sec.gov/Archives/edgar/data/1142596/000114259623000013/0001142596-23-000013.txt
67079Y,1836875,{'NUVVE HOLDING CORP'},"{'67079Y100', '67079Y900'}",https://www.sec.gov/Archives/edgar/data/1836875/000183687523000066/0001836875-23-000066.txt
67080M,1549595,{'NURIX THERAPEUTICS INC'},{'67080M103'},https://www.sec.gov/Archives/edgar/data/1549595/000154959523000021/0001549595-23-000021.txt
670837,1021635,{'OGE ENERGY CORP'},"{'670837103', '670837903'}",https://www.sec.gov/Archives/edgar/data/1021635/000095017023003858/0000950170-23-003858.txt
67086U,1314196,{'OLB GROUP INC'},{'67086U307'},https://www.sec.gov/Archives/edgar/data/1314196/000121390023024330/0001213900-23-024330.txt
67098H,812074,"{'OWENS ILL INC COM NEW', 'O-I GLASS INC'}","{'67098H104', '67098H954', '67098h104', '67098H904'}",https://www.sec.gov/Archives/edgar/data/812074/000155837023001030/0001558370-23-001030.txt
67103B,1487918,{'OFS CAP CORP'},{'67103B100'},https://www.sec.gov/Archives/edgar/data/1487918/000148791823000011/0001487918-23-000011.txt
67103H,898173,"{'O REILLY AUTOMOTIVE INC NEW', 'OREILLY AUTOMOTIVE INC'}","{'67103H907', '67103h107', '67103H107', '67103H957'}",https://www.sec.gov/Archives/edgar/data/898173/000089817323000011/0000898173-23-000011.txt
67103X,1030469,{'OFG BANCORP'},"{'67103X902', '67103X102'}",https://www.sec.gov/Archives/edgar/data/1030469/000103046923000010/0001030469-23-000010.txt
671044,1039065,{'OSI SYSTEMS INC'},{'671044105'},https://www.sec.gov/Archives/edgar/data/1039065/000110465923096477/0001104659-23-096477.txt
671807,1431567,{'OAK VY BANCORP OAKDALE CALIF'},{'671807105'},https://www.sec.gov/Archives/edgar/data/1431567/000143774923008389/0001437749-23-008389.txt
67181A,1564406,"{None, 'OAK STR HEALTH INC'}","{'67181A107', '67181A907', '67181A957', '67181AAB3'}",https://www.sec.gov/Archives/edgar/data/1564406/000156440623000019/0001564406-23-000019.txt
67401P,1414932,"{'OAKTREE SPECIALTY LENDING CORP', 'Oaktree Specialty Lending Corp', 'OAKTREE SPECIALTY LENDING CO'}","{'67401p405', '67401P405', '67401P908', '67401p108', '67401P108', '67401P905'}",https://www.sec.gov/Archives/edgar/data/1414932/000141493223000018/0001414932-23-000018.txt
674215,1486159,"{'Chord Energy Corporation', 'CHORD ENERGY CORPORATION'}","{'674215207', '674215957', '674215907'}",https://www.sec.gov/Archives/edgar/data/1486159/000148615923000004/0001486159-23-000004.txt
674434,746210,{'OBLONG INC'},{'674434105'},https://www.sec.gov/Archives/edgar/data/746210/000074621023000011/0000746210-23-000011.txt
674599,797468,"{'OCCIDENTAL PETE CORP DEL', 'OCCIDENTAL PETE CORP CALL', 'OCCIDENTAL PETE CORP', 'OCCIDENTAL PETROLEUM CORP'}","{'674599905', '674599105', '674599162', '674599955'}",https://www.sec.gov/Archives/edgar/data/797468/000079746823000011/0000797468-23-000011.txt
674870,1378140,{'OCEAN POWER TECHNOLOGIES INC'},{'674870506'},https://www.sec.gov/Archives/edgar/data/1378140/000149315223025878/0001493152-23-025878.txt
675232,73756,{'OCEANEERING INTL INC'},"{'675232902', '675232102'}",https://www.sec.gov/Archives/edgar/data/73756/000007375623000009/0000073756-23-000009.txt
